HotelID,Name Hotel,Location,Descriptions,Rating
1451,Quynh Long Villa,Hội An,"Nằm ở thành phố Hội An, Quynh Long Villa có nhà hàng, lễ tân 24 giờ, quầy bar, khu vườn, hồ bơi ngoài trời mở cửa quanh năm, sân hiên và tầm nhìn ra khu vườn. Chỗ nghỉ này cung cấp WiFi miễn phí trong toàn bộ khuôn viên. Mỗi phòng nghỉ tại đây đều được bố trí ghế sofa, khu vực ghế ngồi, TV truyền hình vệ tinh màn hình phẳng, bếp đầy đủ vật dụng và phòng tắm riêng đi kèm chậu rửa vệ sinh (bidet) cùng vòi sen. Chỗ nghỉ có sảnh khách chung và du khách có thể đi xe đạp ở khu vực gần đó. Homestay này nằm gần các điểm tham quan nổi tiếng như Bảo tàng Lịch sử Hội An, Hội quán Triều Châu và Chùa Cầu Nhật Bản. Sân bay gần nhất là sân bay quốc tế Đà Nẵng, cách Quynh Long Villa 23 km và chỗ nghỉ cung cấp dịch vụ đưa đón sân bay với một khoản phụ phí.",7.5
1452,Vina Beach Pool Villas,Hội An,"Với hồ bơi ngoài trời được bao quanh bởi khu vườn tươi tốt, Vina Beach Pool Villas cung cấp chỗ nghỉ trang nhã tại thành phố Hội An, cách 3,7 km từ Bảo tàng Lịch sử Hội An. Chỗ nghỉ do gia đình tự quản này có nhà hàng ngay trong khuôn viên và cung cấp miễn phí Wi-Fi ở các khu vực chung cũng như chỗ đỗ xe riêng. Du khách có thể thưởng thức bữa sáng kiểu Á hàng ngày. Tất cả các phòng nghỉ tại đây đều được làm mát bằng máy điều hòa và quạt máy. Các tiện nghi bổ sung bao gồm TV màn hình phẳng, bàn làm việc và tủ quần áo. Một số phòng còn đi kèm khu vực phòng ăn và/hoặc sân hiên. Phòng tắm riêng được trang bị tiện nghi vòi sen và đồ vệ sinh cá nhân miễn phí. Vina Beach Pool Villas cách Hội quán Triều Châu 3,9 km và sân bay gần nhất là sân bay quốc tế Đà Nẵng 21 km.",7.9
1453,Maika Hotel Nha Trang,Nha Trang,"7S Hotel Maika Nha Trang cung cấp phòng nghỉ gắn máy điều hòa với TV truyền hình cáp màn hình phẳng ở khu Bãi biển Nha Trang thuộc thành phố Nha Trang. Khách sạn 2 sao này có dịch vụ đỗ xe cho khách và phòng giữ hành lý. Chỗ nghỉ có lễ tân 24 giờ, dịch vụ đưa đón sân bay, dịch vụ phòng và WiFi miễn phí. Phòng nghỉ tại khách sạn được trang bị bàn làm việc. Các điểm tham quan nổi tiếng gần 7S Hotel Maika Nha Trang bao gồm Bãi biển Nha Trang, Bảo tàng Alexandre Yersin và Trung tâm mua sắm Nha Trang Centre. Sân bay gần nhất là sân bay quốc tế Cam Ranh, cách chỗ nghỉ 38 km.",6.7
1454,Phu Quy Hotel,Vũng Tàu,"Trong số các tiện nghi của chỗ nghỉ này có lễ tân 24 giờ, bếp chung và WiFi miễn phí trong toàn bộ khuôn viên. Khách sạn cung cấp các phòng gia đình. Tất cả phòng nghỉ tại Phu Quy Hotel đều có khu vực ghế ngồi, TV truyền hình cáp cũng như phòng tắm riêng đi kèm dép và vòi sen. Trong phòng được trang bị máy điều hòa và tủ để quần áo. Các điểm tham quan nổi tiếng gần chỗ nghỉ bao gồm Bãi Dứa, Bãi Trước và Tượng Chúa Kitô Vua. Sân bay gần nhất là sân bay quốc tế Tân Sơn Nhất, nằm trong bán kính 109 km từ Phu Quy Hotel.",8.4
1455,River Park Hotel Dalat,Đà Lạt,"River Park Hotel Dalat tọa lạc tại thành phố Đà Lạt thuộc tỉnh Lâm Đồng, cách Quảng trường Lâm Viên 1,4 km và Hồ Xuân Hương 1,6 km. Trong số các tiện nghi của chỗ nghỉ này có sảnh khách chung, nhà hàng, lễ tân 24 giờ, dịch vụ phòng và WiFi miễn phí trong toàn bộ khuôn viên. Mỗi phòng nghỉ ở đây đều được trang bị TV truyền hình cáp. Tất cả các phòng tại khách sạn có phòng tắm riêng với vòi sen và dép. Một số phòng được bố trí khu vực bếp ăn với tủ lạnh. Mỗi phòng đều được bố trí ga trải giường và khăn tắm. River Park Hotel Dalat phục vụ bữa sáng kiểu Mỹ hoặc kiểu Á. Vườn hoa Đà Lạt nằm trong bán kính 2 km từ chỗ nghỉ trong khi Công viên Yersin cách đó 1,8 km. Sân bay gần nhất là sân bay Liên Khương, cách River Park Hotel Dalat 30 km, và chỗ nghỉ cung cấp dịch vụ đưa đón sân bay với một khoản phụ phí.",5.4
1456,Fuji Hostel,Đà Nẵng,"Tọa lạc tại thành phố Đà Nẵng, cách Bãi biển Mỹ Khê 1,4 km và Cầu tàu Tình yêu 2 km, Fuji Hostel cung cấp chỗ nghỉ với sảnh khách chung và WiFi miễn phí cũng như chỗ đỗ xe riêng miễn phí cho khách lái xe. Chỗ nghỉ này có dịch vụ phòng, cùng sân hiên. Chỗ nghỉ cũng có lễ tân 24 giờ, bếp chung và dịch vụ thu đổi ngoại tệ cho khách. Tại khách sạn dành cho khách công tác kiểu Nhật này, mỗi phòng nghỉ đều được bố trí tủ để quần áo, TV màn hình phẳng và phòng tắm riêng. Tất cả các phòng của Fuji Hostel còn có khu vực ghế ngồi. Đi xe đạp là hoạt động phổ biến trong khu vực trong khi du khách cũng có thể thuê xe máy và xe hơi tại chỗ nghỉ. Fuji Hostel nằm cách Bảo tàng Chăm 2,7 km và Cầu Sông Hàn 3,1 km. Sân bay gần nhất là sân bay quốc tế Tân Sơn Nhất, nằm trong bán kính 6 km từ khách sạn dành cho khách công tác kiểu Nhật này, và chỗ nghỉ cung cấp dịch vụ đưa đón sân bay với một khoản phụ phí.",7
1457,Magnolia Hotel,Đà Nẵng,"Magnolia Hotel nằm ở thành phố Đà Nẵng này cung cấp Wi-Fi miễn phí, tầm nhìn ra khu vườn và lễ tân 24 giờ. Nơi nghỉ này nằm trong bán kính 1,2 km từ Cầu Sông Hàn. Tất cả các phòng nghỉ tại khách sạn đều được trang bị ấm đun nước, máy điều hòa và bàn làm việc. Một số phòng có tầm nhìn ra quang cảnh thành phố và phòng tắm riêng đi kèm vòi sen cùng đồ vệ sinh cá nhân miễn phí. Căn hộ phục vụ bữa sáng tự chọn hàng ngày. Magnolia Hotel cách Trung tâm mua sắm Indochina Riverside 1,3 km, Cầu tàu tình yêu Đà Nẵng 2,2 km và sân bay quốc tế Đà Nẵng 5 km. Dịch vụ đưa đón sân bay có tính phí có thể được sắp xếp theo yêu cầu của quý khách.",6.7
1459,Phuong Hong Guesthouse,Đà Lạt,"Nhà khách này có các phòng gia đình và sân chơi cho trẻ em. Chỗ nghỉ cung cấp dịch vụ lễ tân 24 giờ, dịch vụ phòng và phòng giữ hành lý cho khách. Mỗi phòng nghỉ tại nhà khách đều có bàn làm việc, TV màn hình phẳng, phòng tắm riêng, ga trải giường và khăn tắm. Tất cả các phòng được bố trí tủ để quần áo. Phuong Hong Guesthouse có sân hiên. Các điểm tham quan nổi tiếng gần chỗ nghỉ bao gồm Công viên Yersin, Biệt thự Hằng Nga (Ngôi nhà điên) và Dinh Bảo Đại. Sân bay gần nhất là sân bay Liên Khương, nằm trong bán kính 29 km từ Phuong Hong Guesthouse, và chỗ nghỉ cung cấp dịch vụ đưa đón sân bay với một khoản phụ phí.",7.6
1460,Duy Serviced Apartment,Nha Trang,"Nằm cách Hòn Chồng 200 m, cách Tháp Chàm Po Nagar 2 km và Trung tâm Suối nước nóng Tháp Bà 3 km, Mường Thanh Viễn Triều có chỗ nghỉ tại thành phố Nha Trang. Căn hộ này cung cấp chỗ nghỉ lắp máy điều hòa có ban công. Căn hộ được trang bị TV truyền hình cáp màn hình phẳng và phòng khách. Căn hộ có khu vực ghế ngồi, khu vực phòng ăn và bếp với tủ lạnh cùng bếp nấu. Chợ Đầm và Bảo tàng Alexandre Yersin đều cách căn hộ 6 km. Sân bay gần nhất là Sân bay quốc tế Cam Ranh, nằm trong bán kính 32 km từ Mường Thanh Viễn Triều.",7.1
1462,Erato Boutique Hotel,TP. Hồ Chí Minh,"Tọa lạc tại Thành phố Hồ Chí Minh, cách Chợ Tân Định 5,6 km, Erato Boutique Hotel cung cấp chỗ nghỉ với WiFi miễn phí và chỗ đỗ xe riêng miễn phí. Khách sạn 2 sao này có dịch vụ tiền sảnh. Chỗ nghỉ cung cấp dịch vụ lễ tân 24 giờ, dịch vụ phòng và dịch vụ thu đổi ngoại tệ cho khách. Tất cả phòng nghỉ tại Erato Boutique Hotel được bố trí bàn làm việc, TV màn hình phẳng, phòng tắm riêng và khu vực ghế ngồi. Chỗ nghỉ nằm cách Chùa Giác Lâm 5,6 km và Bảo tàng Chứng tích Chiến tranh 6,6 km. Sân bay gần nhất là sân bay quốc tế Tân Sơn Nhất, nằm trong bán kính 9 km từ Erato Boutique Hotel.",6.3
1463,An Nhi Hotel,Đà Lạt,"Tọa lạc tại thành phố Đà Lạt, cách Quảng trường Lâm Viên 1,3 km, An Nhi Hotel có khu vườn, phòng nghỉ không gây dị ứng, WiFi miễn phí trong toàn bộ khuôn viên và sân hiên. Chỗ nghỉ này nằm trong bán kính khoảng 2,9 km từ Vườn hoa Đà Lạt, 3,2 km từ sân golf Dalat Palace Golf Club và 5,1 km từ Thiền viện Trúc Lâm. Trong số các điểm tham quan trong khu vực có Hồ Tuyền Lâm, cách chỗ nghỉ 5,2 km, hoặc Núi Lang Bian, cách đó 25 km. Phòng nghỉ tại khách sạn được trang bị tủ để quần áo, TV, phòng tắm riêng, ga trải giường, khăn tắm và ấm đun nước. Một số phòng có ban công trong khi các phòng còn lại nhìn ra khu vườn. Lễ tân của An Nhi Hotel có thể cung cấp thông tin giúp khách tham quan khu vực xung quanh một cách thuận tiện. Các điểm tham quan nổi tiếng gần chỗ nghỉ bao gồm Hồ Xuân Hương, Công viên Yersin và Biệt thự Hằng Nga (Ngôi nhà điên). Sân bay gần nhất là sân bay Liên Khương, nằm trong bán kính 29 km từ An Nhi Hotel.",7.5
1464,Val Soleil Hotel,Đà Nẵng,"Nằm ở thành phố Đà Nẵng, Val Soleil Hotel có nhà hàng, hồ bơi ngoài trời, trung tâm thể dục và quầy bar. Mỗi chỗ nghỉ tại khách sạn 4 sao này đều cho tầm nhìn ra quang cảnh thành phố và du khách có thể sử dụng sảnh khách chung cũng như sân hiên. Nơi đây cung cấp dịch vụ lễ tân 24 giờ, dịch vụ đưa đón sân bay, dịch vụ phòng và WiFi miễn phí. Phòng nghỉ gắn máy điều hòa tại Val Soleil Hotel có bàn làm việc, ấm đun nước, minibar, két an toàn, TV màn hình phẳng và phòng tắm riêng với vòi xịt/chậu rửa vệ sinh. Các phòng được trang bị ga trải giường và khăn tắm. Chỗ nghỉ phục vụ bữa sáng kiểu lục địa hoặc bữa sáng buffet. Nơi đây có bàn đặt tour, dịch vụ cho thuê xe đạp và dịch vụ văn phòng với máy fax cùng máy photocopy. Các điểm tham quan nổi tiếng gần Val Soleil Hotel bao gồm Bảo tàng Chăm, Trung tâm thương mại Indochina Riverside và Cầu Sông Hàn. Sân bay gần nhất là sân bay quốc tế Đà Nẵng, cách khách sạn 4 km.",6.3
1466,Moon house,Hội An,"Chỗ nghỉ này có sân hiên. Homestay này phục vụ bữa sáng à la carte hằng ngày. Moon house nằm cách Hội quán Quảng Đông 1,8 km và Bảo tàng Lịch sử Hội An 2,1 km. Sân bay gần nhất là sân bay quốc tế Đà Nẵng, nằm trong bán kính 22 km từ chỗ nghỉ.",6
1467,Crown Hotel Nha Trang,Nha Trang,"Tọa lạc tại thành phố Nha Trang, cách Bãi biển Nha Trang 200 m, Crown Hotel Nha Trang cung cấp chỗ nghỉ với nhà hàng, chỗ đỗ xe riêng miễn phí, trung tâm thể dục và sảnh khách chung. Khách sạn này cũng có hồ bơi trong nhà và dịch vụ cho thuê xe hơi. Chỗ nghỉ cung cấp dịch vụ lễ tân 24 giờ, dịch vụ phòng và dịch vụ thu đổi ngoại tệ cho khách. Phòng nghỉ tại Crown Hotel Nha Trang có máy điều hòa, khu vực ghế ngồi, TV truyền hình vệ tinh màn hình phẳng, két an toàn, ban công và phòng tắm riêng với vòi xịt/chậu rửa vệ sinh, dép cùng máy sấy tóc. Một số phòng nhìn ra cảnh biển. Các phòng được trang bị ga trải giường và khăn tắm. Crown Hotel Nha Trang phục vụ bữa sáng à la carte. Khách sạn có sân hiên. Khách nghỉ tại Crown Hotel Nha Trang có thể tham gia các hoạt động trong và xung quanh thành phố Nha Trang, như đi xe đạp. Quán Sailing Club và Viện Hải dương học đều nằm trong bán kính 2 km từ chỗ nghỉ. Sân bay gần nhất là sân bay quốc tế Cam Ranh, cách Crown Hotel Nha Trang 34 km, và chỗ nghỉ cung cấp dịch vụ đưa đón sân bay với một khoản phụ phí.",7.3
1468,Tang Thanh Phat Resort,Phú Quốc,"Tọa lạc tại thị trấn Dương Đông nằm trong bán kính chỉ 300 m từ Núi Gành Gió, Tang Thanh Phat Resort có các bungalow độc lập với Wi-Fi miễn phí. Du khách có thể sử dụng xe đạp miễn phí hoặc dùng bữa tại nhà hàng ngay trong khuôn viên. Cách Tang Thanh Phat Resort 2,5 km có 1 nhà máy nước mắm trong khi Trung tâm Lặn biển Coco cách đó 3 km. Sân bay Quốc tế Phú Quốc nằm trong bán kính 9 km từ resort. Xung quanh nơi nghỉ có nhiều nhà hàng. Mỗi bungalow máy lạnh tại đây đều có sân hiên và cửa sổ cũng như phòng tắm riêng với vòi sen. Trong số các tiện nghi hiện đại trong bungalow có truyền hình vệ tinh màn hình phẳng, khu vực tiếp khách và minibar. Tang Thanh Phat Resort có bàn đặt tour, chỗ để hành lý và dịch vụ giặt hấp. Chỗ đỗ xe riêng được cung cấp miễn phí tại đây.",7.6
1469,Terrace Phu Quoc Resort,Phú Quốc,"Resort có hồ bơi ngoài trời và nhà hàng Việt Nam. Cách Bãi Dài 10 phút đi bộ, Terrace Resort cũng cách Chợ Đêm và Trung tâm Thị trấn Dương Đông 2,8 km. Sân bay Quốc tế Phú Quốc cách resort khoảng 6 km. Quý khách có thể chiêm ngưỡng quang cảnh khu vườn từ mỗi bungalow được trang bị truyền hình cáp màn hình phẳng, minibar và khu vực tiếp khách. Phòng tắm riêng có vòi sen nước nóng, máy sấy tóc và đồ vệ sinh cá nhân miễn phí. Tiện nghi để hành lý có sẵn tại lễ tân 24 giờ. Các dịch vụ khác tại resort bao gồm bàn đặt tour và dịch vụ đặt vé. Các dịch vụ đưa đón sân bay và giặt là được cung cấp kèm phụ phí.",5.9
1471,Le Petit Villa Hoi An,Hội An,"Tọa lạc ở thành phố Hội An, Le Petit Villa Hoi An cung cấp chỗ nghỉ với hồ bơi ngoài trời và WiFi miễn phí cũng như chỗ đỗ xe riêng miễn phí cho khách lái xe. Phòng nghỉ tại đây có ban công, máy điều hòa, TV màn hình phẳng và phòng tắm riêng với chậu rửa vệ sinh (bidet) cùng đồ vệ sinh cá nhân miễn phí. Tủ lạnh và ấm đun nước cũng được trang bị trong phòng. Du khách có thể thư giãn trên sân hiên tắm nắng của biệt thự. Le Petit Villa Hoi An cung cấp dịch vụ cho thuê xe hơi. Các điểm tham quan nổi tiếng gần chỗ nghỉ bao gồm Bảo tàng Lịch sử Hội An, Chùa Cầu Nhật Bản và Hội quán Quảng Đông. Sân bay gần nhất là sân bay quốc tế Đà Nẵng, cách Le Petit Villa Hoi An 22 km.",7.8
1472,Sun City Hotel,Nha Trang,"Sun City Hotel chiếm vị trí thuận tiện cách Bãi biển Nha Trang nổi tiếng 2 phút đi bộ. Khách sạn này có hồ bơi ngoài trời và Wi-Fi miễn phí trong toàn bộ khuôn viên. Khách sạn nằm trong bán kính chỉ 100 m từ Quảng trường 2/4 và 1 km từ Ga tàu Nha Trang cũng như Chợ Đầm. Sân bay quốc tế Cam Ranh cách đó khoảng 35 km. Dịch vụ đưa đón và vận chuyển sân bay cũng có thể được thu xếp cho khách với một khoản phụ phí. Các phòng nghỉ lắp máy điều hòa hiện đại tại đây có sàn lát gạch, tủ quần áo, TV truyền hình cáp màn hình phẳng, tủ lạnh mini và khu vực ghế ngồi. Phòng tắm riêng được trang bị máy sấy tóc, dép, tiện nghi vòi sen và đồ vệ sinh cá nhân miễn phí. Sun City Hotel có thể hỗ trợ khách 24/24 với các dịch vụ giữ hành lý, thu đổi ngoại tệ và giặt là. Du khách cũng có thể thuê xe đạp/xe hơi để khám phá khu vực hoặc liên hệ với bàn đặt tour để đặt các chuyến du ngoạn và sắp xếp việc đi lại. Nhà hàng trong khuôn viên phục vụ các món ăn địa phương và quốc tế ngon, đồng thời có tầm nhìn ra toàn cảnh biển. Dịch vụ ăn uống tại phòng cũng được cung cấp tại đây.",6.6
